id;link;frage;antwort
11;https://www.hensche.de/Abfindung-nach-Paragraph-1a-Kuendigungsschutzgesetz-KSchG.html;Ist eine Abfindung gemäß § 1a KSchG auf eine Abfindung gemäß Sozialplan anzurechnen oder umgekehrt? ; Mit einer Abfindung gemäß § 1a KSchG kauft sich der Arbeitgeber von dem Risiko einer Kündigungsschutzklage frei, während Sozialplanabfindungen dem Ausgleich bzw. der Milderung der wirtschaftlichen Nachteile dienen, die die Arbeitnehmer infolge des Verlustes ihres Arbeitsplatzes erleiden, § 112 Abs.1 Satz 2 Betriebsverfassungsgesetz (BetrVG). Eine Abfindung gemäß § 1a KSchG und eine Sozialplanabfindung haben daher verschiedene Zielsetzungen. Außerdem ist ein Abfindungsanspruch gemäß § 1a KSchG ein individuelles Recht des Arbeitnehmers, der dafür auf die Möglichkeit einer Kündigungsschutzklage verzichtet hat, während Abfindungen gemäß Sozialplan allen Arbeitnehmern zustehen, die unter seinen Anwendungsbereich fallen. Spricht ein Arbeitgeber betriebsbedingte Kündigungen aus und haben die gekündigten Arbeitnehmer Abfindungsansprüche gemäß einem Sozialplan, muss der Arbeitgeber daher vorsichtig sein, wenn er in den Kündigungen einen Hinweis auf § 1a KSchG gibt. Denn mit einem solchen Hinweis verschafft der Arbeitgeber den gekündigten Arbeitnehmern einen eigenständigen Abfindungsanspruch, vorausgesetzt sie lassen die Klagefrist verstreichen. Die Zahlung der Sozialplanabfindung ist auf diesen individuellen Abfindungsanspruch nicht anzurechnen, d.h. die Abfindung gemäß § 1a KSchG muss der Arbeitgeber so oder so zahlen. Möglich ist allerdings, dass Arbeitgeber und Betriebsrat eine Klausel in den Sozialplan aufnehmen, der zufolge eine zusätzliche individuelle Abfindung gemäß § 1a KSchG auf die Sozialplanabfindung anzurechnen ist, so dass der Sozialplananspruch gemindert wird. Gibt es keine solche Klausel im Sozialplan, muss der Arbeitgeber doppelt zahlen, wie das Landesarbeitsgericht (LAG) Berlin-Brandenburg im Jahre 2015 entschieden hat (LAG Berlin-Brandenburg, Urteil vom 10.07.2015, 8 Sa 531/15, wir berichteten in Arbeitsrecht aktuell: 15/331 Abfindung gemäß § 1a KSchG und Sozialplan). Dieser Meinung hat sich auch das BAG angeschlossen (BAG, Urteil vom 19.07.2016, 2 AZR 536/15).  
12;https://www.hensche.de/Abfindung-nach-Paragraph-1a-Kuendigungsschutzgesetz-KSchG.html;"Führt die ""Annahme"" eines Abfindungsangebots durch Verstreichenlassen der Klagefrist zu einer Sperrzeit? ";" Wer als Arbeitnehmer auf eine betriebsbedingte Kündigung mit Abfindungsangebot gemäß § 1a KSchG nicht reagiert, d.h. die Dreiwochenfrist für eine Kündigungsschutzklage verstreichen lässt, riskiert keine Nachteile beim Bezug von Arbeitslosengeld und insbesondere keine Sperrzeit wegen Arbeitsaufgabe. Denn in einem solchen Fall hat er sein Beschäftigungsverhältnis nicht im Sinne von § 159 Abs.1 Satz 2 Nr.1 Drittes Buch Sozialgesetzbuch (SGB III) ""gelöst"", sondern einfach nur eine Kündigung des Arbeitgebers hingenommen. Ein bloßes Nichtstun als Reaktion auf eine vom Arbeitgeber ausgesprochene Kündigung führt aber grundsätzlich nicht zu einer Sperrzeit, denn Arbeitnehmer sind gegenüber der Arbeitsagentur nicht dazu verpflichtet, sich rechtlich gegen eine Kündigung ihres Arbeitgebers zur Wehr zu setzen. Daher heißt es in den Geschäftsanweisungen (GA) der Bundesagentur zu § 159 SGB III (Stand Dezember 2016), mit denen das Verwaltungshandeln der Sachbearbeiter der Arbeitsagenturen gesetzeskonform und einheitlich angeleitet werden soll (Punkt 159.1.1.1, S.6 f.): ""Nicht sperrzeitrelevant sind (...) die bloße Hinnahme einer Arbeitgeberkündigung (auch bei Annahme einer Abfindung), die Hinnahme einer offensichtlich rechtswidrigen Kündigung kann aber auf einen Beteiligungssachverhalt hindeuten"". Da eine betriebsbedingte Kündigung, wenn der Arbeitgeber die Kündigungsfrist einhält, auf gar keinen Fall ""offensichtlich rechtswidrig"" ist, haben Arbeitnehmer bei Hinnahme einer Kündigung gemäß § 1a KSchG keine Sperrzeit zu befürchten.  "
13;https://www.hensche.de/Abfindung-nach-Paragraph-1a-Kuendigungsschutzgesetz-KSchG.html;Wo finden Sie mehr zum Thema Abfindung gemäß § 1a Kündigungsschutzgesetz (KSchG)?;"(KSchG)? Weitere Informationen, die Sie im Zusammenhang mit dem Thema Abfindung gemäß § 1a Kündigungsschutzgesetz (KSchG) interessieren könnten, finden Sie hier: Bundesagentur für Arbeit: Geschäftsanweisungen (GA) zu § 159 SGB III (Stand Dezember 2016) Handbuch Arbeitsrecht: Abfindung Handbuch Arbeitsrecht: Abfindung und Arbeitslosengeld Handbuch Arbeitsrecht: Abfindung und Diskriminierung Handbuch Arbeitsrecht: Abfindung und Diskriminierung - Alter Handbuch Arbeitsrecht: Abfindung und Steuer Handbuch Arbeitsrecht: Abfindungshöhe, Berechnung und Höhe der Abfindung Handbuch Arbeitsrecht: Arbeitslosengeld I Handbuch Arbeitsrecht: Abwicklungsvertrag Handbuch Arbeitsrecht: Aufhebungsvertrag Handbuch Arbeitsrecht: Aufhebungsvertrag und Sperrzeit Handbuch Arbeitsrecht: Gebot fairen Verhandelns Handbuch Arbeitsrecht: Kündigung des Arbeitsvertrags (Überblick) Handbuch Arbeitsrecht: Kündigung - Außerordentliche Kündigung Handbuch Arbeitsrecht: Kündigung - Betriebsbedingte Kündigung Handbuch Arbeitsrecht: Kündigungsfristen Handbuch Arbeitsrecht: Kündigungsschutz Handbuch Arbeitsrecht: Kündigungsschutzklage Handbuch Arbeitsrecht: Sperrzeit, Sperrfrist Handbuch Arbeitsrecht: Unkündbarkeit Übersicht Handbuch Arbeitsrecht Checklisten und Musterschreiben zum Thema Abfindung gemäß § 1a Kündigungsschutzgesetz (KSchG) finden Sie hier: Musterschreiben: Betriebsbedingte Kündigung mit Abfindungsangebot Musterschreiben: Mustervertrag ""Aufhebungsvertrag nach Kündigung (Abwicklungsvertrag)"" Tipps und Tricks: Was tun bei Kündigung? Tipps und Tricks: Aufhebungsvertrag - Checkliste Kommentare unseres Anwaltsteams zu aktuellen Fragen rund um das Thema Abfindung gemäß § 1a Kündigungsschutzgesetz (KSchG) finden Sie hier: Arbeitsrecht aktuell 2017 Arbeitsrecht aktuell: 17/149 Abfindung bei betriebsbedingter Kündigung gemäß § 1a KSchG Arbeitsrecht aktuell 2016 Arbeitsrecht aktuell: 16/180 Sozialplan und Stichtagsregelung Arbeitsrecht aktuell: 16/069 Abwicklungsvertrag und vorzeitiges Ausscheiden Arbeitsrecht aktuell 2015 Arbeitsrecht aktuell: 15/355 Sozialplan und Klageverzicht Arbeitsrecht aktuell: 15/331 Abfindung gemäß § 1a KSchG und Sozialplan Eine vollständige Übersicht unserer Beiträge zum Thema Abfindung nach § 1a KSchG finden Sie unter: Urteile und Kommentare: Abfindung nach § 1a KSchG Letzte Überarbeitung: 8. August 2020 Was können wir für Sie tun? Wenn Sie eine betriebsbedingte Kündigung mit Abfindungsangebot erhalten haben und sich daher entscheiden müssen, ob der Verzicht auf eine Kündigungsschutzklage in Ihrem Fall sinnvoll ist oder ob Sie eher klagen und/oder nachverhandeln sollten, beraten wir Sie jederzeit gerne. Sollte Ihnen zusätzlich ein konkretes Abfindungsangebot auf der Grundlage eines Sozialplans vorliegen, können Sie auch ein solches Angebot durch uns anwaltlich bewerten lassen. Je nach Lage des Falles bzw. entsprechend Ihren Wünschen treten wir entweder nach außen nicht in Erscheinung oder aber wir verhandeln in Ihrem Namen mit Ihrem Arbeitgeber. Für eine möglichst rasche und effektive Beratung benötigen wir folgende Unterlagen: Arbeitsvertrag Gehaltsnachweise Kündigungsschreiben mit Abfindungsangebot Interessenausgleich / Sozialplan (falls vorhanden) www.hensche.de > Handbuch Arbeitsrecht > Arbeitsrecht - A Bewertung: 4.5 von 5 Sternen (6 Bewertungen) Autorenprofil "
14;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Welche Auswirkungen haben Abfindungen auf das Arbeitslosengeld? ; Wenn Sie als Arbeitnehmer wegen der Beendigung Ihres Arbeitsverhältnisses eine Abfindung erhalten, kann sich das möglicherweise nachteilig auf Ihren Arbeitslosengeldanspruch auswirken. Hier muss man zwei Fragen auseinanderhalten: Erstens: Unter welchen Umständen droht eine Sperrzeit wegen Arbeitsaufgabe? Zweitens: Unter welchen Umständen und in welcher Weise wird eine Abfindung auf das Arbeitslosengeld angerechnet (unabhängig von der Frage einer Sperrzeit wegen Arbeitsaufgabe)?  
15;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Wann droht eine Sperrzeit wegen Arbeitsaufgabe? ; Die Antwort auf die Frage, wann eine Sperrzeit wegen Arbeitsaufgabe droht, ergibt sich aus § 159 Abs.1 Satz 1 Nr.1 Drittes Buch Sozialgesetzbuch (SGB III). Danach tritt eine Sperrzeit von in der Regel zwölf Wochen ein, wenn der Arbeitnehmer bzw. der Arbeitslose das Beschäftigungsverhältnis gelöst hat (oder durch arbeitsvertragswidriges Verhalten Anlass für die Lösung des Beschäftigungsverhältnisses durch den Arbeitgeber gegeben hat) und dadurch vorsätzlich oder grob fahrlässig die Arbeitslosigkeit herbeigeführt hat, ohne für sein Verhalten einen wichtigen Grund zu haben. Beispiele für eine solche Arbeitsaufgabe sind die Eigenkündigung durch den Arbeitnehmer (= Lösung des Beschäftigungsverhältnisses), der Aufhebungsvertrag (= Lösung des Beschäftigungsverhältnisses) und die berechtigte außerordentliche oder eine ordentliche Kündigung durch den Arbeitgeber aus verhaltensbedingten Gründen (= arbeitsvertragswidriges Verhalten, das Anlass für die Lösung des Beschäftigungsverhältnisses durch den Arbeitgeber gibt). BEISPIEL: Arbeitgeber und Arbeitnehmer schließen einen Aufhebungsvertrag ab, d.h. sie vereinbaren per Vertrag, dass ihr Arbeitsverhältnis beendet werden soll, und zwar ohne eine vorausgegangene Kündigung des Arbeitgebers. In dem Aufhebungsvertrag wird keine Abfindung vereinbart. In diesem Beispielsfall verhängt die Agentur für Arbeit im Allgemeinen eine Sperrzeit. Dabei kommt es weder auf die Abfindung oder noch auf deren Höhe an. Entscheidend ist allein die Tatsache, dass der Arbeitnehmer selbst die Lösung seines Beschäftigungsverhältnisses und damit die Arbeitslosigkeit herbeigeführt hat. Denn ohne sein OK zum Aufhebungsvertrag wäre dieser nicht zustande gekommen.  
16;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Wann führt ein Aufhebungsvertrag mit einer Abfindung ausnahmsweise nicht zu einer Sperrzeit? ;" Nach dem derzeitigen Stand der sozialgerichtlichen Rechtsprechung und der daran orientierten Entscheidungspraxis der Arbeitsagenturen führt ein Aufhebungsvertrag mit einer maßvollen Abfindung ausnahmsweise nicht zu einer Sperrzeit, wenn die folgenden Bedingungen erfüllt sind. Sie ergeben sich aus den Geschäftsanweisungen (GA) der Bundesagentur für Arbeit zu § 159 SGB III (Stand Dezember 2016), mit denen die Bundesagentur die Entscheidungen der Arbeitsagenturen am Gesetz und an der Rechtsprechung ausrichten und vereinheitlichen möchte (GA der Bundesagentur zu § 159 SGB III, Stand Dezember 2016, Punkt 159.1.2.1.1, S.12 ff.): Der Arbeitgeber hat eine fristgemäße Kündigung ""mit Bestimmtheit"" in Aussicht gestellt, an deren Stelle aber ein Aufhebungsvertrag vereinbart wird, d.h. der Aufhebungsvertrag vermeidet die Kündigung, die der Arbeitgeber andernfalls ausgesprochen hätte. Die angedrohte fristgemäße Kündigung des Arbeitgebers würde auf betriebliche oder personenbezogene (z.B. krankheitsbedingte) Gründe gestützt (eine angedrohte verhaltensbedingte Kündigung wird nicht anerkannt). Der Aufhebungsvertrag beendet das Beschäftigungsverhältnis zu demselben Zeitpunkt, in dem es auch aufgrund der angedrohten Arbeitgeberkündigung geendet hätte. Die angedrohte fristgemäße Kündigung des Arbeitgebers würde die ordentliche Kündigungsfrist beachten, deren Einhaltung der Arbeitnehmer verlangen kann. Der Arbeitnehmer ist nicht ordentlich unkündbar. Der Arbeitgeber zahlt gemäß Aufhebungsvertrag eine maßvolle Abfindung von bis zu 0,5 Monatsgehältern pro Jahr der Beschäftigung, was der Regelabfindung gemäß § 1a Kündigungsschutzgesetz (KSchG) entspricht (die früher von den Arbeitsagenturen verlangte Mindestabfindung von 0,25 Gehälter pro Beschäftigungsjahr ist nicht mehr maßgeblich). Unter diesen fünf Voraussetzungen prüfen die Sozialgerichte und die Arbeitsagenturen nicht, ob die vom Arbeitgeber angedrohte Kündigung rechtmäßig gewesen wäre oder nicht. Eine Sperrzeit wird nicht verhängt, da der Arbeitslose einen wichtigen Grund für die Lösung seines Beschäftigungsverhältnisses hatte. Nähere Informationen zu diesem Thema finden Sie unter Aufhebungsvertrag und Sperrzeit.  "
17;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Verhindert ein gerichtlicher Abfindungsvergleich eine Sperrzeit? ;" Nein, nicht in jedem Fall. Eine Sperrzeit kann auch dann verhängt werden, wenn Sie als Arbeitnehmer gegen eine verhaltensbedingte Kündigung Ihres Arbeitgebers zunächst Kündigungsschutzklage erheben und den Prozess durch einen Abfindungsvergleich beenden, in dem es heißt, dass das Arbeitsverhältnis aufgrund einer verhaltensbedingten Kündigung endet. Hier geht die Agentur für Arbeit nämlich davon aus, dass Sie durch arbeitsvertragswidriges Verhalten Anlass für die Beendigung Ihres Arbeitsverhältnisses gegeben haben. Keine Sperrzeit verhängt die Agentur für Arbeit dagegen, wenn der Arbeitnehmer gegen eine Kündigung des Arbeitgebers Kündigungsschutzklage erhebt und den Prozess durch einen Abfindungsvergleich beendet, in dem es heißt, dass das Arbeitsverhältnis aufgrund einer ordentlichen betriebsbedingten Kündigung endet. Praktisch gesehen führt eine Kündigungsschutzklage mit anschließendem gerichtlichen Abfindungsvergleich so gut wie niemals zu einer Sperrzeit. Dabei kommt es auf die Vereinbarung einer Abfindung nicht an, und auch die Höhe einer Abfindung spielt keine Rolle. Voraussetzung ist allein, dass die Kündigungsfristen eingehalten werden und dass sich der Arbeitgeber, nachdem der Fall vor dem Arbeitsgericht rechtlich diskutiert wurde, im Abfindungsvergleich nicht darauf versteift, dass er den Arbeitnehmer aus verhaltensbedingten Gründen gekündigt hat. Da verhaltensbedingte Kündigungen rechtlich oft nicht haltbar sind und daher vor Gericht oft scheitern, rücken vernünftige Arbeitgeber von einer solchen aggressiven Begründung ihrer Kündigung meistens (zurecht) ab, wenn sie sich mit dem Arbeitnehmer vor Gericht gütlich einigen. Unter diesen Umständen ist eine Sperrzeit infolge eines Abfindungsvergleichs praktisch ausgeschlossen. Denn die Sozialgerichte und die Bundesagentur gehen in diesem Fall davon aus, dass der Arbeitnehmer mit Erhebung einer Kündigungsschutzklage bereits mehr für die Rettung seines Beschäftigungsverhältnisses getan hat als die Versichertengemeinschaft von ihm erwarten kann. Daher kann niemand verlangen, dass der klagende Arbeitnehmer einen solchen Prozess weiter fortführt, und aus diesem Grund kann er ihn jederzeit und praktisch ohne Sperrzeitrisiko durch Vergleich beenden (vgl. BSG, Urteil vom 17.10.2007, B 11a AL 51/06 R, wir berichteten in Arbeitsrecht aktuell: 07/81 BSG: Keine Sperrzeit nach Kündigung und Abfindungsvergleich). Dementsprechend wird in den GA zu § 159 SGB III (Stand Dezember 2016) ausdrücklich anerkannt, dass ""ein arbeitsgerichtlicher Vergleich ohne vorausgegangenes versicherungswidriges Verhalten"" nicht sperrzeitrelevant ist (Punkt 159.1.1.1, S.7). Nähere Informationen zu diesem Thema finden Sie unter Aufhebungsvertrag und Sperrzeit.  "
18;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Können Sie durch einen Abwicklungsvertrag eine Sperrzeit verhindern? ;" Ein Abwicklungsvertrag ist eine Vereinbarung, mit der der Arbeitnehmer eine Kündigung, die der Arbeitgeber zuvor ohne Zutun des Arbeitnehmers ausgesprochen hat, akzeptiert, d.h. als rechtmäßig bzw. als wirksam hinnimmt. Als Gegenleistung für dieses nachträgliche OK des Arbeitnehmers zur Kündigung wird zumeist eine Abfindung vereinbart. Anders als bei einem Aufhebungsvertrag beruht die Beendigung des Arbeitsverhältnisses hier in erster Linie auf dem Handeln des Arbeitgebers, d.h. auf seiner Kündigung, und nicht so sehr auf dem Handeln des Arbeitnehmers, der sich mit dem Abwicklungsvertrag ja nur in sein Schicksal fügt, d.h. die zuvor ohne sein Zutun ausgesprochene Kündigung des Arbeitgebers letztlich hinnimmt. Trotz dieser Unterschiede zwischen Aufhebungs- und Abwicklungsverträgen besteht keine Möglichkeit, durch einen Abwicklungsvertrag (als Alternative zum Aufhebungsvertrag) den Eintritt einer Sperrzeit zu verhindern. Denn nach der bereits seit Jahren feststehenden und in diesem Punkt bislang nicht geänderten Rechtsprechung des Bundessozialgerichts (BSG) stellt der Abschluss eines Abwicklungsvertrags eine aktive Mitwirkung des gekündigten Arbeitnehmers am Eintritt seiner Beschäftigungslosigkeit dar (BSG, Urteil vom 18.12.2003, B 11 AL 35/03R, BSG, Urteil vom 17.10.2007, B 11a AL 51/06 R, S.8 f., wir berichteten in Arbeitsrecht aktuell: 07/81 BSG: Keine Sperrzeit nach Kündigung und Abfindungsvergleich). Dementsprechend gelten für Abwicklungsverträge im Prinzip dieselben rechtlichen Sperrzeit-Regeln wie für Aufhebungsverträge. Abwicklungsverträge sind sog. ""Beteiligungssachverhalte"" und stehen Aufhebungsverträgen im Ergebnis gleich (GA der Bundesagentur zu § 159 SGB III, Stand Dezember 2016, Punkt 159.1.1.1, S.6, und Punkt 159.1.2.1.2, S.13). Nähere Informationen finden Sie unter Abwicklungsvertrag und Aufhebungsvertrag und Sperrzeit.  "
19;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Welche Folgen hat eine Sperrzeit wegen Arbeitsaufgabe? ;" Während der Sperrzeit erhält man zunächst einmal kein Arbeitslosengeld, da der Anspruch gemäß § 159 Abs.1 Satz 1 SGB III ""ruht"". Die Sperrzeit dauert im Normalfall zwölf Wochen (§ 159 Abs.3 Satz 1 SGB III). Darüber hinaus führt die Sperrzeit wegen Arbeitsaufgabe aber auch zum endgültigen Wegfall, d.h. zu einer Minderung des Arbeitslosengeldanspruchs für die Dauer der Sperrzeit (§ 148 Abs.1 Nr.4 SGB III). BEISPIEL: Wer an sich einen Anspruch auf Arbeitslosengeld für die Dauer von 48 Wochen hat, bekommt bei einer Sperrzeit wegen Arbeitsaufgabe nicht etwa bloß zwölf Wochen später seine vollen 48 Wochen Arbeitslosengeld. Vielmehr erhält er im Anschluss an die zwölfwöchige Sperrzeit nur noch für (48 - 12 =) 36 Wochen Arbeitslosengeld. Im Ergebnis ist der gesamte Anspruch auf Arbeitslosengeld um zwölf Wochen gemindert. Achtung: Die Minderung des Arbeitslosengeldanspruchs beträgt in den Fällen einer Sperrzeit wegen Arbeitsaufgabe nicht in allen Fällen lediglich zwölf Wochen, sondern ""ein Viertel der Anspruchsdauer, die dem Arbeitslosen... zusteht"" (§ 148 Abs.1 Nr.4 SGB III). Wer also als älterer Versicherter einen Arbeitslosengeldanspruch für die Anspruchsdauer von 18 oder 24 Monaten hat, muss als Folge eines Aufhebungsvertrags mit einer Minderung seines Arbeitslosengeldanspruchs um satte 4,5 bzw. sechs Monate rechnen. In besonderen Fällen kann die Sperrzeit aber auch kürzer sein als zwölf Wochen (§ 159 Abs.3 Satz 2 SGB III). Nähere Informationen finden Sie unter Abwicklungsvertrag, Aufhebungsvertrag und Sperrzeit und unter Sperrzeit, Sperrfrist.  "
20;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Wann wird die Abfindung auf das Arbeitslosengeld angerechnet? ;" Wenn Sie die Gefahr einer Sperrzeit wegen Arbeitsaufgabe umgangen haben (s. oben), stellt sich das nächste Problem: Es fragt sich, unter welchen Voraussetzungen und in welcher Höhe die Abfindung auf das Arbeitslosengeld angerechnet wird. Das Gesetz spricht hier von einem Ruhen des Anspruchs auf Arbeitslosengeld. BEISPIEL: Der Arbeitgeber hat aus Gründen, die nichts mit dem Verhalten des Arbeitnehmers zu tun haben, ordentlich gekündigt, also zum Beispiel aus betriebsbedingten Gründen oder wegen einer Krankheit des Arbeitnehmers. Später hat man sich dann vor dem Arbeitsgericht im Rahmen eines Kündigungsschutzprozesses auf die Beendigung des Arbeitsverhältnisses gegen Zahlung einer Abfindung geeinigt und dadurch den Prozess einvernehmlich beendet. Dabei hat man die vom Arbeitgeber zu beachtenden Kündigungsfristen einvernehmlich verkürzt. Unter solchen Umständen kann es passieren, dass die Abfindung teilweise auf das Arbeitslosengeld angerechnet wird. Ob und wie das geschieht, ist in § 158 SGB III geregelt. Das Grundprinzip dieser Regelung lautet: Werden Kündigungsfristen gegen Zahlung einer Abfindung verkauft, ruht der Anspruch auf Arbeitslosengeld für die Dauer der verkauften Kündigungsfristen. Umgekehrt heißt das: Wenn Sie Ihr Arbeitsverhältnis im Rahmen einer Abfindungsvereinbarung nicht früher beenden, als dies im Falle einer ordentlichen Kündigung durch Ihren Arbeitgeber möglich wäre, d.h. wenn die vom Arbeitgeber zu beachtenden Kündigungsfristen nicht gegen Zahlung einer Abfindung verkürzt werden, ruht der Anspruch auf Arbeitslosengeld nicht. Anders als bei einer Sperrzeit wegen Arbeitsaufgabe führt die in § 158 SGB III geregelte Anrechnung der Entlassungsentschädigung auf das Arbeitslosengeld nur dazu, dass der Anspruch ""ruht"", d.h. der Beginn der Zahlung des Arbeitslosengeldes wird zeitlich hinausgeschoben. Der Anspruch auf das volle Arbeitslosengeld bleibt also im Prinzip erhalten, doch wird das Arbeitslosengeld eben ""zeitversetzt"" ausgezahlt. Faktisch führt dieses Ruhen aber trotzdem oft zum endgültigen Entzug des Anspruchs, nämlich dann, wenn der Arbeitslose nicht lange genug arbeitslos ist, um seinen gesamten Arbeitslosengeldanspruch auszuschöpfen. BEISPIEL: Der Arbeitnehmer ist arbeitslos und hat einen Anspruch auf Arbeitslosengeld für 180 Tage. Er hat eine Abfindung erhalten und sich im Gegenzug damit einverstanden erklärt, dass das Arbeitsverhältnis 30 Tage früher endet, als es bei Einhaltung der vom Arbeitgeber zu beachtenden Kündigungsfrist frühestens geendet hätte. Dementsprechend ruht der Anspruch auf Arbeitslosengeld im Prinzip 30 Tage. Wenn der Arbeitnehmer jetzt weniger als (180 + 30 =) 210 Tage arbeitslos ist, erhält er nicht nur später sein (volles) Arbeitslosengeld, sondern auch im Ergebnis weniger.  "
21;https://www.hensche.de/Rechtsanwalt_Arbeitsrecht_Handbuch_Abfindung_Alg.html;Welche Rolle spielen Alter und Dauer der Beschäftigung für die Anrechnung? ;" § 158 SGB III enthält verschiedene Methoden, mit denen die Entlassungsentschädigung auf das Arbeitslosengeld angerechnet werden kann. Aus § 158 Abs.2 SGB III ergibt sich, dass dabei diejenige Berechnungsmethode anzuwenden ist, die für den Arbeitnehmer am günstigsten ist. Anders gesagt: Das in § 158 Abs.1 Satz 1 SGB III enthaltene Grundprinzip wird nur dann angewandt, wenn sich aus anderen Sätzen dieses Paragraphen nicht eine für den Arbeitnehmer günstigere Art der Anrechnung ergibt. Praktisch besonders wichtig ist hier die 60-Prozent-Grenze in § 158 Abs.2 Satz 2 Nr.1 SGB III. Danach werden im Ergebnis höchstens 60 Prozent der Abfindung mit dem Arbeitslosengeld verrechnet. Außerdem verschiebt sich diese Grenze gemäß Satz 3 je nach Alter und Betriebszugehörigkeit noch weiter nach unten, d.h. je älter man ist und je länger man bei seinem Arbeitgeber tätig war, desto geringer ist der Teil der Abfindung, der angerechnet werden kann (und desto kürzer ruht der Anspruch auf Arbeitslosengeld). Wie weit sich dieser Prozentsatz nach unten verschiebt, ergibt sich aus der folgenden Tabelle Betriebs- / Unternehmensangehörigkeit Lebensalter bei Beendigung des Arbeitsverhältnisses unter 40 ab 40 ab 45 ab 50 ab 55 ab 60 weniger als 5 Jahre 60 % 55 % 50 % 45 % 40 % 35 % 5 und mehr Jahre 55 % 50 % 45 % 40 % 35 % 30 % 10 und mehr Jahre 50 % 45 % 40 % 35 % 30 % 25 % 15 und mehr Jahre 45 % 40 % 35 % 30 % 25 % 25 % 20 und mehr Jahre 40 % 35 % 30 % 25 % 25 % 25 % 25 und mehr Jahre 35 % 30 % 25 % 25 % 25 % 25 % 30 und mehr Jahre 30 % 25 % 25 % 25 % 25 % 25 % 35 und mehr Jahre 25 % 25 % 25 % 25 % 25 % 25 % BEISPIEL: Der Arbeitnehmer ist 57 Jahre alt und seit 18 Jahren bei seinem Arbeitgeber beschäftigt. Sein Arbeitsentgelt betrug zuletzt 50 EUR (brutto) pro Kalendertag. Der Arbeitnehmer hat bei Beendigung des Arbeitsverhältnisses eine Abfindung in Höhe von 13.000 EUR erhalten und sich im Gegenzug damit einverstanden erklärt, dass das Arbeitsverhältnis 90 Tage früher endet, als es geendet hätte, wenn der Arbeitgeber die Kündigungsfrist beachtet hätte. Eigentlich müsste der Arbeitslosengeldanspruch gemäß § 158 Abs.1 Satz 1 SGB III für die gesamte Zeit der ""abgekauften Kündigungsfrist"" ruhen, in diesem Fall also für volle 90 Tage. Aus der Begrenzung der Anrechnung entsprechend der obigen Tabelle ergibt sich aber eine für den Arbeitnehmer günstigere Art der Anrechnung: Der maßgebliche Prozentsatz für die Anrechnung der Abfindung beträgt hier nämlich entsprechend der obigen Tabelle nur 25 Prozent, d.h. dem Arbeitnehmer verbleibt hier aufgrund seines Lebensalters und der Beschäftigungsdauer das gesetzliche Maximum seiner Abfindung von 75 Prozent. Auf das Arbeitslosengeld anzurechnen sind daher lediglich 25 Prozent von 13.000 EUR, d.h. 3.250,00 EUR. Im nächsten Schritt muss jetzt berechnet werden, wie lange der Arbeitnehmer hätte arbeiten müssen, um diesen Anrechnungsbetrag von 3.250,00 EUR zu verdienen (§ 158 Abs.2 Satz 1 Nr.1 SGB III). Dies sind bei 50 EUR (brutto) pro Kalendertag für 65 Tage.  "
